VehicleId,DepotId,InitialLoad,RouteSequence,ClientsServed,DemandsSatisfied,TotalDistance,TotalTime,FuelCost
VEH001,CDA,101,CDA-C3-C8-C9-C7-C6-C4-C1-C2-C5-CDA,9,15-10-15-12-11-6-12-15-5,92.53,138.8,152323.44
